week_start_date,category_group,brand,product_name,page_rank,price,unit_price,log_unit_price,segment,z_log,robust_z
2025-12-22,스킨케어,캄프,캄프 풋귤 플루이드 카밍 앰플패드 70매,79,17100,244.28571428571428,5.498338500441392,Premium,0.3192986233709297,0.5447893718056017
