week_start_date,query,page_rank,rank_bucket,product_name,brand,maker,price,category1,category2,category3,category_for_group,link,source_file,category_group,sheets_per_unit,units,total_sheets,has_sheets,is_unrealistic_sheets,is_valid_sheets,unit_price,log_unit_price,z_log,robust_z,p50,p85,segment,price_band,rank_bucket_4,q1,q3,iqr,lower_bound,upper_bound,is_outlier_iqr
2025-12-22,,45,Top50,스킨푸드 감자 마데카소사이드 수딩 패드 60매,스킨푸드,아이피어리스,15300,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929268241,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,255.0,5.541263545158426,0.45152441524906817,0.6761352245127233,204.44444444444446,313.65,Premium,P60-80,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,37,Top50,스킨1004 마다가스카르 센텔라 퀵 카밍 패드 70매,스킨1004,,13490,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929013511,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,192.71428571428572,5.261208707152442,-0.41115314207797543,-0.18080136682072057,204.44444444444446,313.65,Mass,P20-40,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,28,Top50,셀퓨전씨 포스트알파 퍼스트 쿨링 패드 70매,셀퓨전씨,한국콜마,13500,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929302671,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,192.85714285714286,5.261949722377162,-0.4088705276851836,-0.1785339428214822,204.44444444444446,313.65,Mass,P20-40,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,93,Top100,셀퓨전씨 포스트알파 시카 쿨링 패드 70매,셀퓨전씨,한국콜마,11480,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929225868,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,164.0,5.099866427824199,-0.9081499603278815,-0.6744907594765952,204.44444444444446,313.65,Mass,P0-20,51-100,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,27,Top50,셀리맥스 시카 지우개 패드 60매(민감성),셀리맥스,코스메카코리아,15960,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929590799,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,266.0,5.583496308781699,0.5816177127657404,0.8053627742297744,204.44444444444446,313.65,Premium,P60-80,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,22,Top50,센텔리안24 마데카 더블 타이트닝 앰플 패드 60매,센텔리안24,한국콜마,11700,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929146734,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,195.0,5.272999558563747,-0.3748327450916788,-0.14472267562843857,204.44444444444446,313.65,Mass,P20-40,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,82,Top100,비플레인 시카테롤 블레미쉬 패드 70매,비플레인,코스메카코리아,12900,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929227689,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,184.28571428571428,5.216487348300404,-0.5489122784296849,-0.3176437405762715,204.44444444444446,313.65,Mass,P20-40,51-100,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,86,Top100,비건이펙트 클린 앤 글로우 청보리 퍼스트 라하 토너 패드 60매,비건이펙트,ANCORS,20980,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929183908,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,349.6666666666667,5.856980319728187,1.4240545733861523,1.6421933670998554,204.44444444444446,313.65,Luxury,P80-100,51-100,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,23,Top50,브링그린 티트리 시카 트러블 수딩 토너 패드 90매,브링그린,씨앤에프,9300,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929309313,캄프 가격비교.csv,스킨케어,90.0,1,90.0,True,False,True,103.33333333333333,4.637960008811082,-2.331000942318072,-2.0878729207791635,204.44444444444446,313.65,Mass,P0-20,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,True
2025-12-22,,3,Top10,벤튼 구아바 70 스킨 토너 진정 패드 팩 70매,벤튼,벤튼,16750,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929186953,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,239.28571428571428,5.477658295203853,0.25559556768952585,0.48151024865060843,204.44444444444446,313.65,Premium,P60-80,1-10,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,50,Top50,메이크프렘 인테카 트러블 수딩 패드 70매,메이크프렘,한국씨엔에프,16600,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929212620,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,237.14285714285714,5.468662732295275,0.22788574381357457,0.45398482873325013,204.44444444444446,313.65,Premium,P40-60,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,25,Top50,메디힐 티트리 트러블 패드 100매,메디힐,한국콜마,14700,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929544037,캄프 가격비교.csv,스킨케어,100.0,1,100.0,True,False,True,147.0,4.990432586778736,-1.2452486491211054,-1.0093461163407431,204.44444444444446,313.65,Mass,P0-20,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,41,Top50,마몽드 포어 슈링커 바쿠치올 패드 70매,마몽드,,10800,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929260432,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,154.28571428571428,5.038806171062952,-1.0962392414401354,-0.8613283398143767,204.44444444444446,313.65,Mass,P0-20,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,47,Top50,리바이포유 7초 앰플 패드 붙이는앰플 즉각수분진정 토너패드 병풀 Rbfy 60매,리바이포유,,36200,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://smartstore.naver.com/main/products/12349221117,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,603.3333333333334,6.402469835591762,3.1043739224225226,3.311330489174051,204.44444444444446,313.65,Luxury,P80-100,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,True
2025-12-22,,81,Top100,리더스 쿨링 진정 패드 80매,리더스,리더스,12600,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/52595170423,캄프 가격비교.csv,스킨케어,80.0,1,80.0,True,False,True,157.5,5.059425458265688,-1.0327238369410334,-0.7982356190563809,204.44444444444446,313.65,Mass,P0-20,51-100,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,19,Top20,라운드랩 자작나무 수분 패드 80매,라운드랩,씨앤에프,14500,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929051204,캄프 가격비교.csv,스킨케어,80.0,1,80.0,True,False,True,181.25,5.199877293734784,-0.6000776908959113,-0.3684686563058873,204.44444444444446,313.65,Mass,P20-40,11-20,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
