week_start_date,category_group,n,spearman_corr,spearman_p,kendall_corr,kendall_p,slope,r2
2025-12-22,스킨케어,47,0.14286953259706647,0.3380546722150696,0.09440075050528217,0.3495690164312324,12.955978964960151,0.020528293177553007
